Bus;Dir;ID;Count;Time;Len;D0;D1;D2;D3;D4;D5;D6;D7;Period
CAN 1;Out;0x288;24359;570.0946;8;2C;00;13;00;00;4C;74;00;0.0129
CAN 1;Out;0x380;24447;570.0946;8;00;56;00;6C;B0;00;21;00;0.0125
CAN 1;In;0x440;25160;570.1920;8;00;60;00;FE;7F;00;A8;04;0.1000
CAN 1;In;0x540;24666;570.1922;8;50;00;FF;00;FF;00;02;0F;0.0981
CAN 1;In;0x548;24264;570.1923;3;61;00;00;;;;;;0.0977
CAN 1;Out;0x38A;14346;570.1930;4;3C;00;3C;00;;;;;0.1013
CAN 1;Out;0x480;14164;570.1930;8;72;00;00;80;42;00;02;B2;0.1013
CAN 1;Out;0x3A0;14058;570.1931;8;B6;0D;52;96;CD;16;A8;0F;0.1013
CAN 1;Out;0x5A0;13743;570.1938;8;7F;00;00;D0;00;10;08;AB;0.1013
CAN 1;Out;0x4A8;13686;570.1938;8;43;00;90;01;00;00;C0;12;0.1013
CAN 1;Out;0x1AC;13694;570.1939;8;B7;8D;00;00;69;41;00;12;0.1012
CAN 1;Out;0x050;13163;570.1942;4;00;F0;D0;20;;;;;0.1011
CAN 1;Out;0x0C2;13051;570.1946;8;00;00;00;00;80;10;00;BB;0.1015
CAN 1;Out;0x320;13027;570.1946;8;64;00;89;10;00;0D;00;80;0.1014
CAN 1;Out;0x448;24764;570.1947;5;62;00;00;0A;90;;;;0.1008
CAN 1;Out;0x280;24555;570.1955;8;01;00;B8;0D;00;00;0C;00;0.1016
CAN 1;Out;0x288;24360;570.1955;8;8B;00;13;00;00;4C;74;00;0.1009
CAN 1;Out;0x380;24448;570.1955;8;00;56;00;6C;B0;00;23;00;0.1009
CAN 1;Out;0x588;24249;570.1961;8;00;80;7C;00;00;00;00;00;0.1139
CAN 1;Out;0x488;24165;570.1961;8;22;00;00;7C;FE;FF;FF;A0;0.1137
CAN 1;Out;0x4A0;23964;570.1963;8;00;00;00;00;00;00;00;00;0.1131
CAN 1;Out;0x1A0;22652;570.1968;8;00;4A;00;00;FE;FE;00;36;0.1136
CAN 1;Out;0x2A0;22453;570.1969;8;00;00;00;00;00;00;A0;A0;0.1133
CAN 1;Out;0x0AE;22100;570.1970;8;A3;A0;00;00;00;00;03;00;0.1130
CAN 1;Out;0x524;10298;570.1974;8;00;00;E2;FF;00;00;80;04;0.1616
CAN 1;Out;0x523;10319;570.1974;8;00;00;00;00;00;00;64;00;0.1611
CAN 1;Out;0x522;10336;570.1981;8;38;04;07;00;00;00;00;00;0.1618
CAN 1;Out;0x521;10333;570.1981;8;DD;03;00;00;83;00;00;00;0.1618
CAN 1;Out;0x520;10328;570.1984;8;6E;03;00;00;30;03;DD;03;0.1618
CAN 1;In;0x440;25161;570.2021;8;00;60;00;FE;7F;00;B0;04;0.0101
CAN 1;In;0x540;24667;570.2022;8;60;00;FF;00;FF;00;02;0F;0.0099
CAN 1;In;0x548;24265;570.2025;3;61;00;00;;;;;;0.0102
CAN 1;Out;0x448;24765;570.2033;5;62;00;00;0B;90;;;;0.0086
CAN 1;Out;0x280;24556;570.2033;8;01;00;B8;0D;00;00;0C;00;0.0079
CAN 1;Out;0x288;24361;570.2033;8;8B;00;13;00;00;4C;74;00;0.0079
CAN 1;Out;0x380;24449;570.2035;8;00;56;00;6C;B0;00;23;00;0.0080
CAN 1;Out;0x588;24250;570.2043;8;00;80;7C;00;00;00;00;00;0.0083
CAN 1;Out;0x488;24166;570.2043;8;E5;00;00;7C;FE;FF;28;B0;0.0083
CAN 1;Out;0x4A0;23965;570.2044;8;00;00;00;00;00;00;00;00;0.0081
CAN 1;Out;0x1A0;22653;570.2048;8;00;4A;00;00;FE;FE;00;37;0.0080
CAN 1;Out;0x2A0;22454;570.2052;8;00;00;00;00;00;00;B0;B0;0.0084
CAN 1;Out;0x0AE;22101;570.2053;8;B3;B0;00;00;00;00;03;00;0.0082
CAN 1;In;0x440;25162;570.2119;8;00;60;00;FE;7F;00;B8;04;0.0097
CAN 1;In;0x540;24668;570.2125;8;70;00;FF;00;FF;00;02;0F;0.0103
CAN 1;In;0x548;24266;570.2125;3;65;51;01;;;;;;0.0101
CAN 1;Out;0x38A;14347;570.2133;4;4C;00;4C;00;;;;;0.0203
CAN 1;Out;0x480;14165;570.2133;8;72;00;00;80;42;00;02;B2;0.0203
CAN 1;Out;0x3A0;14059;570.2134;8;B6;0E;52;96;CD;16;A8;0F;0.0203
CAN 1;Out;0x5A0;13744;570.2135;8;7F;00;00;E0;00;10;08;AB;0.0197
CAN 1;Out;0x4A8;13687;570.2140;8;5B;00;90;01;00;00;D0;1A;0.0202
CAN 1;Out;0x1AC;13695;570.2141;8;B4;8E;00;00;69;41;00;12;0.0202
CAN 1;Out;0x050;13164;570.2143;4;00;F0;E0;10;;;;;0.0201
CAN 1;Out;0x0C2;13052;570.2146;8;00;00;00;00;80;20;00;AB;0.0200
CAN 1;Out;0x320;13028;570.2146;8;64;00;89;10;00;0E;00;80;0.0200
CAN 1;Out;0x448;24766;570.2154;5;62;00;50;1C;90;;;;0.0121
CAN 1;Out;0x280;24557;570.2154;8;01;00;24;0D;00;00;0C;00;0.0121
CAN 1;Out;0x288;24362;570.2154;8;FE;00;13;00;00;4C;74;00;0.0121
CAN 1;Out;0x380;24450;570.2157;8;00;56;00;6C;B0;00;21;00;0.0122
CAN 1;Out;0x588;24251;570.2161;8;00;80;7C;00;00;00;00;00;0.0118
CAN 1;Out;0x488;24167;570.2161;8;42;00;00;7C;FE;FF;FF;C0;0.0118
CAN 1;Out;0x4A0;23966;570.2164;8;00;00;00;00;00;00;00;00;0.0120
CAN 1;In;0x440;25163;570.2420;8;00;60;00;FE;7F;00;D0;04;0.0301
CAN 1;In;0x540;24669;570.2421;8;A0;00;FF;00;FF;00;02;46;0.0296
CAN 1;In;0x548;24267;570.2423;3;65;51;FE;;;;;;0.0297
CAN 1;Out;0x448;24767;570.2437;5;62;00;AF;1F;90;;;;0.0283
CAN 1;Out;0x280;24558;570.2438;8;01;00;24;0D;00;00;0C;00;0.0283
CAN 1;Out;0x288;24363;570.2438;8;FE;00;13;00;00;4C;74;00;0.0283
CAN 1;Out;0x380;24451;570.2440;8;00;56;00;6C;B0;00;21;00;0.0283
CAN 1;Out;0x588;24252;570.2445;8;00;80;7C;00;00;00;00;00;0.0285
CAN 1;Out;0x488;24168;570.2446;8;A5;00;00;7C;FE;FF;28;F0;0.0285
CAN 1;Out;0x4A0;23967;570.2448;8;00;00;00;00;00;00;00;00;0.0284
CAN 1;Out;0x1A0;22654;570.2451;8;00;4A;00;00;FE;FE;00;3B;0.0404
CAN 1;Out;0x2A0;22455;570.2452;8;00;00;00;00;00;00;F0;F0;0.0399
CAN 1;Out;0x0AE;22102;570.2459;8;F3;F0;00;00;00;00;03;00;0.0407
CAN 1;In;0x440;25164;570.2522;8;00;60;00;FE;7F;00;D8;04;0.0102
CAN 1;In;0x540;24670;570.2522;8;B0;00;FF;00;FF;00;02;46;0.0101
CAN 1;In;0x548;24268;570.2523;3;61;00;00;;;;;;0.0100
CAN 1;Out;0x38A;14348;570.2539;4;6C;00;6C;00;;;;;0.0406
CAN 1;Out;0x480;14166;570.2539;8;84;00;00;80;42;00;02;44;0.0406
CAN 1;Out;0x3A0;14060;570.2539;8;B6;00;52;96;CD;16;A8;0F;0.0406
CAN 1;Out;0x5A0;13745;570.2544;8;7F;00;00;00;00;10;08;AB;0.0408
CAN 1;Out;0x4A8;13688;570.2544;8;5F;00;90;01;00;00;F0;3E;0.0404
CAN 1;Out;0x1AC;13696;570.2547;8;BA;80;00;00;69;41;00;12;0.0406
CAN 1;Out;0x050;13165;570.2553;4;00;F0;00;F0;;;;;0.0410
CAN 1;Out;0x0C2;13053;570.2553;8;00;00;00;00;80;40;00;8B;0.0407
CAN 1;Out;0x320;13029;570.2553;8;64;00;89;10;00;00;00;80;0.0407
CAN 1;Out;0x448;24768;570.2556;5;62;00;00;00;90;;;;0.0119
CAN 1;Out;0x280;24559;570.2560;8;01;00;24;0D;00;00;0C;00;0.0123
CAN 1;Out;0x288;24364;570.2560;8;2C;00;13;00;00;4C;74;00;0.0123
CAN 1;Out;0x380;24452;570.2563;8;00;56;00;6C;B0;00;21;00;0.0123
CAN 1;Out;0x588;24253;570.2564;8;00;80;7C;00;00;00;00;00;0.0119
CAN 1;Out;0x488;24169;570.2569;8;82;00;00;7C;FE;FF;FF;00;0.0123
CAN 1;Out;0x4A0;23968;570.2569;8;00;00;00;00;00;00;00;00;0.0121
CAN 1;Out;0x1A0;22655;570.2574;8;00;4A;00;00;FE;FE;00;3C;0.0122
CAN 1;Out;0x2A0;22456;570.2574;8;00;00;00;00;00;00;00;00;0.0122
CAN 1;Out;0x0AE;22103;570.2582;8;03;00;00;00;00;00;03;00;0.0122
CAN 1;Out;0x524;10299;570.2582;8;00;00;E2;FF;00;00;80;04;0.0608
CAN 1;Out;0x523;10320;570.2582;8;00;00;00;00;00;00;64;00;0.0608
CAN 1;Out;0x522;10337;570.2584;8;22;04;07;00;00;00;00;00;0.0603
CAN 1;Out;0x521;10334;570.2588;8;E6;03;00;00;88;00;00;00;0.0607
CAN 1;Out;0x520;10329;570.2591;8;49;03;00;00;2C;03;E6;03;0.0607
CAN 1;In;0x440;25165;570.2619;8;00;60;00;FE;7F;00;E0;04;0.0097
CAN 1;In;0x540;24671;570.2621;8;C0;00;FF;00;FF;00;02;0F;0.0099
CAN 1;In;0x548;24269;570.2625;3;61;00;00;;;;;;0.0102
CAN 1;Out;0x448;24769;570.2639;5;62;00;00;01;90;;;;0.0083
CAN 1;Out;0x280;24560;570.2639;8;01;00;24;0D;00;00;0C;00;0.0079
CAN 1;Out;0x288;24365;570.2640;8;2C;00;13;00;00;4C;74;00;0.0079
CAN 1;Out;0x380;24453;570.2642;8;00;56;00;6C;B0;00;21;00;0.0079
CAN 1;Out;0x588;24254;570.2646;8;00;80;7C;00;00;00;00;00;0.0082
CAN 1;Out;0x488;24170;570.2646;8;45;00;00;7C;FE;FF;28;10;0.0078
CAN 1;Out;0x4A0;23969;570.2651;8;00;00;00;00;00;00;00;00;0.0082
CAN 1;Out;0x1A0;22656;570.2652;8;00;4A;00;00;FE;FE;00;3D;0.0078
CAN 1;Out;0x2A0;22457;570.2654;8;00;00;00;00;00;00;10;10;0.0079
CAN 1;Out;0x0AE;22104;570.2660;8;13;10;00;00;00;00;03;00;0.0078
CAN 1;In;0x440;25166;570.2719;8;00;60;00;FE;7F;00;E8;04;0.0100
CAN 1;In;0x540;24672;570.2722;8;D0;00;FF;00;FF;00;02;0F;0.0101
CAN 1;In;0x548;24270;570.2723;3;65;FF;06;;;;;;0.0098
CAN 1;Out;0x321;2881;570.2740;1;AC;;;;;;;;0.2026
CAN 1;Out;0x390;2825;570.2742;8;01;00;50;00;00;00;00;00;0.2026
CAN 1;Out;0x38A;14349;570.2742;4;7C;00;7C;00;;;;;0.0203
CAN 1;In;0x440;25167;570.2919;8;00;60;00;FE;7F;00;F8;04;0.0200
CAN 1;In;0x540;24673;570.2920;8;F0;00;FF;00;FF;00;02;0F;0.0198
CAN 1;In;0x548;24271;570.2922;3;61;00;00;;;;;;0.0199
CAN 1;Out;0x38A;14350;570.2948;4;8C;00;8C;00;;;;;0.0206
CAN 1;Out;0x480;14167;570.2948;8;84;00;00;80;42;00;02;44;0.0409
CAN 1;Out;0x3A0;14061;570.2948;8;B6;02;52;96;CD;16;A8;0F;0.0409
CAN 1;Out;0x5A0;13746;570.2951;8;7F;00;00;20;00;10;08;AB;0.0408
CAN 1;Out;0x4A8;13689;570.2955;8;3E;00;90;01;00;00;10;BF;0.0411
CAN 1;Out;0x1AC;13697;570.2956;8;B8;82;00;00;69;41;00;12;0.0409
CAN 1;Out;0x050;13166;570.2958;4;00;F0;20;D0;;;;;0.0405
CAN 1;Out;0x0C2;13054;570.2963;8;00;00;00;00;80;60;00;6B;0.0409
CAN 1;Out;0x320;13030;570.2963;8;64;00;89;10;00;02;00;80;0.0409
CAN 1;Out;0x448;24770;570.2965;5;62;00;00;04;90;;;;0.0325
CAN 1;Out;0x280;24561;570.2968;8;01;00;38;0D;00;00;0C;00;0.0329
CAN 1;Out;0x288;24366;570.2968;8;64;00;13;00;00;4C;74;00;0.0329
CAN 1;Out;0x380;24454;570.2970;8;00;56;00;6C;B0;00;21;00;0.0329
CAN 1;Out;0x588;24255;570.2978;8;00;80;7C;00;00;00;00;00;0.0332
CAN 1;Out;0x488;24171;570.2978;8;C2;00;00;7C;FE;FF;FF;40;0.0332
CAN 1;Out;0x4A0;23970;570.2978;8;00;00;00;00;00;00;00;00;0.0327
CAN 1;Out;0x1A0;22657;570.2982;8;00;4A;00;00;FE;FE;00;30;0.0330
CAN 1;Out;0x2A0;22458;570.2986;8;00;00;00;00;00;00;40;40;0.0332
CAN 1;Out;0x0AE;22105;570.2986;8;43;40;00;00;00;00;03;00;0.0327
CAN 1;Out;0x524;10300;570.2988;8;00;00;E2;FF;00;00;80;04;0.0406
CAN 1;Out;0x523;10321;570.2993;8;00;00;00;00;00;00;64;00;0.0411
CAN 1;Out;0x522;10338;570.2994;8;1F;04;07;00;00;00;00;00;0.0409
CAN 1;Out;0x521;10335;570.2995;8;E9;03;00;00;87;00;00;00;0.0407
CAN 1;Out;0x520;10330;570.2999;8;4E;03;00;00;2F;03;E9;03;0.0408
CAN 1;In;0x440;25168;570.3021;8;00;60;00;FE;7F;00;80;04;0.0102
CAN 1;In;0x540;24674;570.3022;8;00;00;FF;00;FF;00;02;46;0.0102
CAN 1;In;0x548;24272;570.3024;3;61;00;00;;;;;;0.0102
CAN 1;Out;0x448;24771;570.3049;5;62;00;00;05;90;;;;0.0084
CAN 1;Out;0x280;24562;570.3049;8;01;00;38;0D;00;00;0C;00;0.0081
CAN 1;Out;0x288;24367;570.3049;8;64;00;13;00;00;4C;74;00;0.0081
CAN 1;Out;0x380;24455;570.3052;8;00;56;00;6C;B0;00;21;00;0.0082
CAN 1;Out;0x588;24256;570.3056;8;00;80;7C;00;00;00;00;00;0.0078
CAN 1;Out;0x488;24172;570.3056;8;05;00;00;7C;FE;FF;28;50;0.0078
CAN 1;Out;0x4A0;23971;570.3063;8;00;00;00;00;00;00;00;00;0.0084
CAN 1;Out;0x1A0;22658;570.3063;8;00;4A;00;00;FE;FE;00;31;0.0081
CAN 1;Out;0x2A0;22459;570.3063;8;00;00;00;00;00;00;50;50;0.0077
CAN 1;Out;0x0AE;22106;570.3068;8;53;50;00;00;00;00;03;00;0.0082
CAN 1;In;0x440;25169;570.3118;8;00;60;00;FE;7F;00;88;04;0.0097
CAN 1;In;0x540;24675;570.3123;8;10;00;FF;00;FF;00;02;46;0.0101
CAN 1;In;0x548;24273;570.3123;3;65;21;00;;;;;;0.0099
CAN 1;Out;0x38A;14351;570.3148;4;9C;00;9C;00;;;;;0.0201
CAN 1;Out;0x480;14168;570.3149;8;84;00;00;80;42;00;02;44;0.0201
CAN 1;Out;0x3A0;14062;570.3149;8;B6;03;52;96;CD;16;A8;0F;0.0201
CAN 1;Out;0x5A0;13747;570.3151;8;7F;00;00;30;00;10;08;AB;0.0200
CAN 1;Out;0x4A8;13690;570.3157;8;33;00;90;01;00;00;20;82;0.0202
CAN 1;Out;0x1AC;13698;570.3158;8;B9;83;00;00;69;41;00;12;0.0202
CAN 1;Out;0x050;13167;570.3158;4;00;F0;30;C0;;;;;0.0200
CAN 1;Out;0x0C2;13055;570.3161;8;00;00;00;00;80;70;00;5B;0.0198
CAN 1;Out;0x320;13031;570.3165;8;64;00;89;10;00;03;00;80;0.0202
CAN 1;Out;0x448;24772;570.3166;5;62;00;21;16;90;;;;0.0117
CAN 1;Out;0x280;24563;570.3167;8;01;00;38;0D;00;00;0C;00;0.0118
CAN 1;Out;0x288;24368;570.3173;8;64;00;13;00;00;4C;74;00;0.0124
CAN 1;Out;0x380;24456;570.3173;8;00;56;00;6C;B0;00;21;00;0.0121
CAN 1;Out;0x588;24257;570.3174;8;00;80;7C;00;00;00;00;00;0.0117
CAN 1;Out;0x488;24173;570.3176;8;E2;00;00;7C;FE;FF;FF;60;0.0120
CAN 1;Out;0x4A0;23972;570.3180;8;00;00;00;00;00;00;00;00;0.0118
CAN 1;Out;0x1A0;22659;570.3391;8;00;4A;00;00;FE;FE;00;34;0.0328
CAN 1;Out;0x2A0;22460;570.3391;8;00;00;00;00;00;00;80;80;0.0328
CAN 1;Out;0x0AE;22107;570.3392;8;83;80;00;00;00;00;03;00;0.0324
CAN 1;Out;0x524;10301;570.3395;8;00;00;E2;FF;00;00;80;04;0.0406
CAN 1;Out;0x523;10322;570.3399;8;00;00;00;00;00;00;64;00;0.0405
CAN 1;Out;0x522;10339;570.3399;8;2E;04;07;00;00;00;00;00;0.0405
CAN 1;Out;0x521;10336;570.3401;8;EF;03;00;00;87;00;00;00;0.0406
CAN 1;Out;0x520;10331;570.3408;8;4E;03;00;00;2E;03;EF;03;0.0409
CAN 1;In;0x440;25170;570.3423;8;00;60;00;FE;7F;00;A0;04;0.0305
CAN 1;In;0x540;24676;570.3424;8;40;00;FF;00;FF;00;02;0F;0.0301
CAN 1;In;0x548;24274;570.3424;3;65;21;FF;;;;;;0.0301
CAN 1;Out;0x448;24773;570.3453;5;62;00;DE;19;90;;;;0.0288
CAN 1;Out;0x280;24564;570.3453;8;01;00;38;0D;00;00;0C;00;0.0286
CAN 1;Out;0x288;24369;570.3454;8;8B;00;13;00;00;4C;74;00;0.0280
CAN 1;Out;0x380;24457;570.3457;8;00;56;00;6C;B0;00;21;00;0.0284
CAN 1;Out;0x588;24258;570.3458;8;00;80;7C;00;00;00;00;00;0.0284
CAN 1;Out;0x488;24174;570.3460;8;C5;00;00;7C;FE;FF;28;90;0.0284
CAN 1;Out;0x4A0;23973;570.3467;8;00;00;00;00;00;00;00;00;0.0287
CAN 1;Out;0x1A0;22660;570.3468;8;00;4A;00;00;FE;FE;00;35;0.0076
CAN 1;Out;0x2A0;22461;570.3468;8;00;00;00;00;00;00;90;90;0.0076
CAN 1;Out;0x0AE;22108;570.3471;8;93;90;00;00;00;00;03;00;0.0079
CAN 1;In;0x440;25171;570.3518;8;00;60;00;FE;7F;00;A8;04;0.0095
CAN 1;In;0x540;24677;570.3519;8;50;00;FF;00;FF;00;02;0F;0.0095
CAN 1;In;0x548;24275;570.3522;3;61;00;00;;;;;;0.0098
CAN 1;Out;0x38A;14352;570.3554;4;0C;00;0C;00;;;;;0.0406
CAN 1;Out;0x480;14169;570.3554;8;C1;00;00;80;42;00;02;01;0.0406
CAN 1;Out;0x3A0;14063;570.3555;8;B6;05;52;96;CD;16;A8;0F;0.0406
CAN 1;Out;0x5A0;13748;570.3559;8;7F;00;00;50;00;10;08;AB;0.0408
CAN 1;Out;0x4A8;13691;570.3559;8;32;00;90;01;00;00;40;E3;0.0402
CAN 1;Out;0x1AC;13699;570.3561;8;BF;85;00;00;69;41;00;12;0.0403
CAN 1;Out;0x050;13168;570.3567;4;00;F0;50;A0;;;;;0.0409
CAN 1;Out;0x0C2;13056;570.3568;8;00;00;00;00;80;90;00;3B;0.0407
CAN 1;Out;0x320;13032;570.3570;8;64;00;89;10;00;05;00;80;0.0405
CAN 1;Out;0x448;24774;570.3571;5;62;00;00;0A;90;;;;0.0118
CAN 1;Out;0x280;24565;570.3575;8;01;00;7C;0D;00;00;0C;00;0.0122
CAN 1;Out;0x288;24370;570.3575;8;8B;00;13;00;00;4C;74;00;0.0122
CAN 1;Out;0x380;24458;570.3577;8;00;56;00;6C;B0;00;22;00;0.0120
CAN 1;Out;0x588;24259;570.3582;8;00;80;7C;00;00;00;00;00;0.0124
CAN 1;Out;0x488;24175;570.3582;8;22;00;00;7C;FE;FF;FF;A0;0.0122
CAN 1;Out;0x4A0;23974;570.3584;8;00;00;00;00;00;00;00;00;0.0117
CAN 1;Out;0x1A0;22661;570.3587;8;00;4A;00;00;FE;FE;00;36;0.0120
CAN 1;Out;0x2A0;22462;570.3589;8;00;00;00;00;00;00;A0;A0;0.0121
CAN 1;Out;0x0AE;22109;570.3595;8;A3;A0;00;00;00;00;03;00;0.0124
CAN 1;Out;0x524;10302;570.3595;8;00;00;E6;FF;00;00;80;04;0.0201
CAN 1;Out;0x523;10323;570.3598;8;00;00;00;00;00;00;64;00;0.0199
CAN 1;Out;0x522;10340;570.3602;8;1E;04;07;00;00;00;00;00;0.0203
CAN 1;Out;0x521;10337;570.3602;8;ED;03;00;00;85;00;00;00;0.0200
CAN 1;Out;0x520;10332;570.3604;8;5F;03;00;00;26;03;ED;03;0.0196
CAN 1;In;0x440;25172;570.3622;8;00;60;00;FE;7F;00;B0;04;0.0104
CAN 1;In;0x540;24678;570.3622;8;60;00;FF;00;FF;00;02;0F;0.0103
CAN 1;In;0x548;24276;570.3623;3;61;00;00;;;;;;0.0101
CAN 1;Out;0x448;24775;570.3654;5;62;00;00;0B;90;;;;0.0083
CAN 1;Out;0x280;24566;570.3654;8;01;00;7C;0D;00;00;0C;00;0.0079
CAN 1;Out;0x288;24371;570.3654;8;8B;00;13;00;00;4C;74;00;0.0079
CAN 1;Out;0x380;24459;570.3656;8;00;56;00;6C;B0;00;22;00;0.0079
CAN 1;Out;0x588;24260;570.3662;8;00;80;7C;00;00;00;00;00;0.0080
CAN 1;Out;0x488;24176;570.3662;8;E5;00;00;7C;FE;FF;28;B0;0.0080
CAN 1;Out;0x4A0;23975;570.3665;8;00;00;00;00;00;00;00;00;0.0081
CAN 1;Out;0x1A0;22662;570.3669;8;00;4A;00;00;FE;FE;00;37;0.0082
CAN 1;Out;0x448;24776;570.3864;5;62;00;F8;1D;90;;;;0.0210
CAN 1;Out;0x280;24567;570.3864;8;01;00;7C;0D;00;00;0C;00;0.0210
CAN 1;Out;0x288;24372;570.3864;8;FE;00;13;00;00;4C;74;00;0.0210
CAN 1;Out;0x380;24460;570.3868;8;00;56;00;6C;B0;00;22;00;0.0213
CAN 1;Out;0x588;24261;570.3868;8;00;80;7C;00;00;00;00;00;0.0206
CAN 1;Out;0x488;24177;570.3873;8;85;00;00;7C;FE;FF;28;D0;0.0211
CAN 1;Out;0x4A0;23976;570.3873;8;00;00;00;00;00;00;00;00;0.0208
CAN 1;Out;0x1A0;22663;570.3881;8;00;48;00;00;FE;FE;00;39;0.0212
CAN 1;Out;0x2A0;22463;570.3881;8;00;00;00;00;00;00;D0;D0;0.0292
CAN 1;Out;0x0AE;22110;570.3882;8;D3;D0;00;00;00;00;03;00;0.0286
CAN 1;In;0x440;25173;570.3922;8;00;60;00;FE;7F;00;C8;04;0.0300
CAN 1;In;0x540;24679;570.3922;8;90;00;FF;00;FF;00;02;46;0.0300
CAN 1;In;0x548;24277;570.3923;3;61;00;00;;;;;;0.0300
CAN 1;Out;0x38A;14353;570.3963;4;2C;00;2C;00;;;;;0.0409
CAN 1;Out;0x480;14170;570.3963;8;C1;00;00;80;42;00;02;01;0.0409
CAN 1;Out;0x3A0;14064;570.3963;8;B6;07;52;96;CD;16;A8;0F;0.0409
CAN 1;Out;0x5A0;13749;570.3967;8;7F;00;00;70;00;10;08;AB;0.0408
CAN 1;Out;0x4A8;13692;570.3967;8;3B;00;90;01;00;00;60;CA;0.0408
CAN 1;Out;0x1AC;13700;570.3971;8;BD;87;00;00;69;41;00;12;0.0410
CAN 1;Out;0x050;13169;570.3972;4;00;F0;70;80;;;;;0.0405
CAN 1;Out;0x0C2;13057;570.3981;8;00;00;00;00;80;B0;00;1B;0.0413
CAN 1;Out;0x320;13033;570.3981;8;64;00;89;10;00;07;00;80;0.0410
CAN 1;Out;0x448;24777;570.3981;5;62;00;00;0E;90;;;;0.0118
CAN 1;Out;0x280;24568;570.3984;8;01;00;7C;0D;00;00;0C;00;0.0120
CAN 1;Out;0x288;24373;570.3989;8;FE;00;13;00;00;4C;74;00;0.0125
CAN 1;Out;0x380;24461;570.3989;8;00;56;00;6C;B0;00;22;00;0.0121
CAN 1;Out;0x588;24262;570.3990;8;00;80;7C;00;00;00;00;00;0.0121
CAN 1;Out;0x488;24178;570.3996;8;62;00;00;7C;FE;FF;FF;E0;0.0123
CAN 1;Out;0x4A0;23977;570.3997;8;00;00;00;00;00;00;00;00;0.0123
CAN 1;Out;0x1A0;22664;570.3999;8;00;48;00;00;FE;FE;00;3A;0.0118
CAN 1;Out;0x2A0;22464;570.4003;8;00;00;00;00;00;00;E0;E0;0.0121
CAN 1;Out;0x0AE;22111;570.4003;8;E3;E0;00;00;00;00;03;00;0.0121
CAN 1;Out;0x524;10303;570.4005;8;00;00;E6;FF;00;00;80;04;0.0410
CAN 1;Out;0x523;10324;570.4012;8;00;00;00;00;00;00;64;00;0.0414
CAN 1;Out;0x522;10341;570.4012;8;22;04;07;00;00;00;00;00;0.0410
CAN 1;Out;0x521;10338;570.4012;8;EC;03;00;00;86;00;00;00;0.0410
CAN 1;Out;0x520;10333;570.4014;8;5F;03;00;00;31;03;EC;03;0.0410
CAN 1;In;0x440;25174;570.4019;8;00;60;00;FE;7F;00;D0;04;0.0097
CAN 1;In;0x540;24680;570.4030;8;A0;00;FF;00;FF;00;02;46;0.0108
CAN 1;In;0x548;24278;570.4030;3;61;00;00;;;;;;0.0108
CAN 1;Out;0x448;24778;570.4063;5;62;00;00;0F;90;;;;0.0082
CAN 1;Out;0x280;24569;570.4064;8;01;00;74;0D;00;00;0C;00;0.0079
CAN 1;Out;0x288;24374;570.4064;8;FE;00;13;00;00;4C;74;00;0.0075
CAN 1;Out;0x380;24462;570.4067;8;00;56;00;6C;B0;00;22;00;0.0078
CAN 1;Out;0x588;24263;570.4071;8;00;80;7C;00;00;00;00;00;0.0081
CAN 1;Out;0x488;24179;570.4071;8;A5;00;00;7C;FE;FF;28;F0;0.0075
CAN 1;Out;0x4A0;23978;570.4073;8;00;00;00;00;00;00;00;00;0.0076
CAN 1;Out;0x1A0;22665;570.4079;8;00;48;00;00;FE;FE;00;3B;0.0081
CAN 1;Out;0x2A0;22465;570.4080;8;00;00;00;00;00;00;F0;F0;0.0077
CAN 1;Out;0x0AE;22112;570.4080;8;F3;F0;00;00;00;00;03;00;0.0077
CAN 1;In;0x440;25175;570.4120;8;00;60;00;FE;7F;00;D8;04;0.0101
CAN 1;In;0x540;24681;570.4120;8;B0;00;FF;00;FF;00;02;46;0.0090
CAN 1;In;0x548;24279;570.4120;3;61;00;00;;;;;;0.0090
CAN 1;Out;0x38A;14354;570.4165;4;3C;00;3C;00;;;;;0.0202
CAN 1;Out;0x480;14171;570.4165;8;3E;00;00;80;42;00;02;FE;0.0202
CAN 1;Out;0x3A0;14065;570.4165;8;B6;08;52;96;CD;16;A8;0F;0.0202
CAN 1;Out;0x5A0;13750;570.4169;8;7F;00;00;80;00;10;08;AB;0.0202
CAN 1;Out;0x4A8;13693;570.4169;8;2C;00;90;01;00;00;70;CD;0.0202
CAN 1;Out;0x1AC;13701;570.4172;8;B2;88;00;00;69;41;00;12;0.0200
CAN 1;Out;0x321;2882;570.4768;1;AC;;;;;;;;0.2028
CAN 1;Out;0x390;2826;570.4770;8;01;00;50;00;00;00;00;00;0.2028
CAN 1;Out;0x38A;14355;570.4770;4;6C;00;6C;00;;;;;0.0605
CAN 1;Out;0x480;14172;570.4770;8;3E;00;00;80;42;00;02;FE;0.0605
CAN 1;Out;0x3A0;14066;570.4780;8;B6;0B;52;96;CD;16;A8;0F;0.0615
CAN 1;Out;0x5A0;13751;570.4781;8;7F;00;00;B0;00;10;08;AB;0.0611
CAN 1;Out;0x4A8;13694;570.4781;8;48;00;90;01;00;00;A0;79;0.0611
CAN 1;Out;0x1AC;13702;570.4785;8;B1;8B;00;00;69;41;00;12;0.0613
CAN 1;Out;0x050;13170;570.4786;4;00;F0;B0;40;;;;;0.0813
