Bus;Dir;ID;Count;Time;Len;D0;D1;D2;D3;D4;D5;D6;D7;Period
CAN 1;In;0x548;24488;575.0957;3;65;E6;01;;;;;;0.0200
CAN 1;Out;0x38A;14488;575.0974;4;3C;00;3C;00;;;;;0.0204
CAN 1;Out;0x480;14303;575.0974;8;72;00;00;80;44;00;02;B4;0.0204
CAN 1;Out;0x3A0;14196;575.0974;8;B6;0F;52;96;CD;16;A8;0F;0.0204
CAN 1;Out;0x5A0;13875;575.0978;8;7F;00;00;F0;00;10;08;AB;0.0404
CAN 1;Out;0x4A8;13817;575.0979;8;5F;00;90;01;00;00;E0;2E;0.0404
CAN 1;Out;0x1AC;13824;575.0981;8;B5;8F;00;00;69;41;00;12;0.0406
CAN 1;Out;0x050;13285;575.0990;4;00;F0;F0;00;;;;;0.0411
CAN 1;Out;0x0C2;13172;575.0990;8;00;00;00;00;80;30;00;9B;0.0407
CAN 1;Out;0x320;13148;575.0991;8;64;00;89;10;00;0F;00;80;0.0407
CAN 1;Out;0x448;24988;575.0994;5;62;00;E7;1E;90;;;;0.0325
CAN 1;Out;0x280;24779;575.0995;8;01;00;C0;0F;00;00;0C;00;0.0325
CAN 1;Out;0x288;24580;575.0998;8;FE;00;13;00;00;4C;74;00;0.0329
CAN 1;Out;0x380;24673;575.0999;8;00;56;00;6C;B0;00;28;00;0.0323
CAN 1;Out;0x588;24470;575.1006;8;00;80;7C;00;00;00;00;00;0.0330
CAN 1;Out;0x488;24383;575.1006;8;62;00;00;7C;FE;FF;FF;E0;0.0329
CAN 1;Out;0x4A0;24179;575.1007;8;00;00;00;00;00;00;00;00;0.0325
CAN 1;Out;0x1A0;22856;575.1009;8;00;48;00;00;FE;FE;00;3A;0.0328
CAN 1;Out;0x2A0;22656;575.1014;8;00;00;00;00;00;00;E0;E0;0.0325
CAN 1;Out;0x0AE;22303;575.1014;8;E3;E0;00;00;00;00;03;00;0.0325
CAN 1;Out;0x524;10387;575.1016;8;00;00;FA;FF;00;00;80;04;0.0404
CAN 1;Out;0x523;10406;575.1021;8;00;00;00;00;00;00;64;00;0.0408
CAN 1;Out;0x522;10424;575.1022;8;24;04;08;00;00;00;00;00;0.0408
CAN 1;Out;0x521;10422;575.1025;8;D5;03;00;00;77;00;00;00;0.0407
CAN 1;Out;0x520;10416;575.1026;8;F0;03;00;00;0D;03;D5;03;0.0405
CAN 1;In;0x440;25397;575.1051;8;00;60;00;FE;7F;00;88;04;0.0101
CAN 1;In;0x540;24896;575.1054;8;10;00;FF;00;FF;00;02;46;0.0097
CAN 1;In;0x548;24489;575.1054;3;61;00;00;;;;;;0.0097
CAN 1;Out;0x448;24989;575.1075;5;62;00;00;0F;90;;;;0.0080
CAN 1;Out;0x280;24780;575.1075;8;01;00;C0;0F;00;00;0C;00;0.0080
CAN 1;Out;0x288;24581;575.1075;8;FE;00;13;00;00;4C;74;00;0.0077
CAN 1;Out;0x380;24674;575.1077;8;00;56;00;6C;B0;00;28;00;0.0078
CAN 1;Out;0x588;24471;575.1083;8;00;80;7C;00;00;00;00;00;0.0077
CAN 1;Out;0x488;24384;575.1083;8;A5;00;00;7C;FE;FF;28;F0;0.0077
CAN 1;Out;0x4A0;24180;575.1085;8;00;00;00;00;00;00;00;00;0.0078
CAN 1;Out;0x1A0;22857;575.1088;8;00;48;00;00;FE;FE;00;3B;0.0079
CAN 1;Out;0x2A0;22657;575.1089;8;00;00;00;00;00;00;F0;F0;0.0075
CAN 1;Out;0x0AE;22304;575.1096;8;F3;F0;00;00;00;00;03;00;0.0082
CAN 1;In;0x440;25398;575.1149;8;00;60;00;FE;7F;00;90;04;0.0099
CAN 1;In;0x540;24897;575.1154;8;20;00;FF;00;FF;00;02;46;0.0100
CAN 1;In;0x548;24490;575.1154;3;61;00;00;;;;;;0.0100
CAN 1;Out;0x38A;14489;575.1176;4;4C;00;4C;00;;;;;0.0202
CAN 1;Out;0x480;14304;575.1176;8;84;00;00;80;44;00;02;42;0.0202
CAN 1;Out;0x3A0;14197;575.1176;8;B6;00;52;96;CD;16;A8;0F;0.0202
CAN 1;Out;0x5A0;13876;575.1180;8;7F;00;00;00;00;10;08;AB;0.0202
CAN 1;Out;0x4A8;13818;575.1180;8;5F;00;90;01;00;00;F0;3E;0.0202
CAN 1;Out;0x1AC;13825;575.1183;8;BA;80;00;00;69;41;00;12;0.0202
CAN 1;Out;0x050;13286;575.1189;4;00;F0;00;F0;;;;;0.0199
CAN 1;Out;0x0C2;13173;575.1190;8;00;00;00;00;80;40;00;8B;0.0199
CAN 1;Out;0x320;13149;575.1190;8;64;00;89;10;00;00;00;80;0.0199
CAN 1;Out;0x448;24990;575.1193;5;62;00;00;00;90;;;;0.0118
CAN 1;Out;0x280;24781;575.1197;8;01;00;C0;0F;00;00;0C;00;0.0122
CAN 1;Out;0x288;24582;575.1197;8;2C;00;13;00;00;4C;74;00;0.0122
CAN 1;Out;0x380;24675;575.1199;8;00;56;00;6C;B0;00;28;00;0.0121
CAN 1;Out;0x588;24472;575.1203;8;00;80;7C;00;00;00;00;00;0.0121
CAN 1;Out;0x488;24385;575.1203;8;82;00;00;7C;FE;FF;FF;00;0.0121
CAN 1;Out;0x4A0;24181;575.1205;8;00;00;00;00;00;00;00;00;0.0121
CAN 1;In;0x440;25399;575.1350;8;00;60;00;FE;7F;00;A0;04;0.0200
CAN 1;In;0x540;24898;575.1355;8;40;00;FF;00;FF;00;02;0F;0.0201
CAN 1;In;0x548;24491;575.1355;3;61;00;00;;;;;;0.0201
CAN 1;Out;0x321;2911;575.1378;1;AC;;;;;;;;0.2028
CAN 1;Out;0x390;2854;575.1379;8;01;00;50;00;00;00;00;00;0.3038
CAN 1;Out;0x38A;14490;575.1380;4;5C;00;5C;00;;;;;0.0204
CAN 1;Out;0x480;14305;575.1380;8;84;00;00;80;44;00;02;42;0.0204
CAN 1;Out;0x3A0;14198;575.1387;8;B6;01;52;96;CD;16;A8;0F;0.0211
CAN 1;Out;0x5A0;13877;575.1388;8;7F;00;00;10;00;10;08;AB;0.0208
CAN 1;Out;0x4A8;13819;575.1388;8;3D;00;90;01;00;00;00;AC;0.0208
CAN 1;Out;0x1AC;13826;575.1390;8;BB;81;00;00;69;41;00;12;0.0207
CAN 1;Out;0x050;13287;575.1394;4;00;F0;10;E0;;;;;0.0204
CAN 1;Out;0x0C2;13174;575.1396;8;00;00;00;00;80;50;00;7B;0.0206
CAN 1;Out;0x320;13150;575.1402;8;64;00;89;10;00;01;00;80;0.0212
CAN 1;Out;0x448;24991;575.1402;5;62;00;00;02;90;;;;0.0209
CAN 1;Out;0x280;24782;575.1402;8;01;00;C0;0F;00;00;0C;00;0.0206
CAN 1;Out;0x288;24583;575.1405;8;2C;00;13;00;00;4C;74;00;0.0208
CAN 1;Out;0x380;24676;575.1409;8;00;56;00;6C;B0;00;28;00;0.0210
CAN 1;Out;0x588;24473;575.1409;8;00;80;7C;00;00;00;00;00;0.0206
CAN 1;Out;0x488;24386;575.1415;8;A2;00;00;7C;FE;FF;FF;20;0.0211
CAN 1;Out;0x4A0;24182;575.1416;8;00;00;00;00;00;00;00;00;0.0210
CAN 1;Out;0x1A0;22858;575.1417;8;00;48;00;00;FE;FE;00;3E;0.0329
CAN 1;Out;0x2A0;22658;575.1421;8;00;00;00;00;00;00;20;20;0.0332
CAN 1;Out;0x0AE;22305;575.1422;8;23;20;00;00;00;00;03;00;0.0325
CAN 1;Out;0x536;2111;575.1429;8;00;00;00;00;00;00;00;00;0.5062
CAN 1;Out;0x535;2109;575.1429;8;00;00;00;00;F6;FF;F6;FF;0.5062
CAN 1;Out;0x534;2107;575.1429;8;00;00;12;00;00;00;00;00;0.5054
CAN 1;Out;0x533;2105;575.1432;8;00;00;00;00;00;00;00;00;0.5056
CAN 1;Out;0x532;2087;575.1436;8;00;00;00;00;00;00;00;00;0.5060
CAN 1;Out;0x531;2019;575.1438;8;48;00;00;00;00;00;00;00;0.5055
CAN 1;Out;0x530;1929;575.1445;8;73;05;9B;03;A7;00;FF;02;0.5061
CAN 1;Out;0x524;10388;575.1445;8;00;00;FA;FF;00;00;80;04;0.0429
CAN 1;Out;0x523;10407;575.1445;8;00;00;00;00;00;00;64;00;0.0425
CAN 1;Out;0x522;10425;575.1448;8;2D;04;08;00;00;00;00;00;0.0426
CAN 1;In;0x440;25400;575.1453;8;00;60;00;FE;7F;00;A8;04;0.0103
CAN 1;Out;0x521;10423;575.1453;8;DA;03;00;00;77;00;00;00;0.0427
CAN 1;Out;0x520;10417;575.1455;8;F0;03;00;00;09;03;DA;03;0.0429
CAN 1;In;0x540;24899;575.1469;8;50;00;FF;00;FF;00;02;0F;0.0114
CAN 1;In;0x548;24492;575.1469;3;61;00;00;;;;;;0.0114
CAN 1;Out;0x448;24992;575.1482;5;62;00;00;03;90;;;;0.0080
CAN 1;Out;0x280;24783;575.1482;8;01;00;C0;0F;00;00;0C;00;0.0080
CAN 1;Out;0x288;24584;575.1482;8;2C;00;13;00;00;4C;74;00;0.0078
CAN 1;Out;0x380;24677;575.1485;8;00;56;00;6C;B0;00;28;00;0.0076
CAN 1;Out;0x588;24474;575.1492;8;00;80;7C;00;00;00;00;00;0.0083
CAN 1;Out;0x488;24387;575.1493;8;65;00;00;7C;FE;FF;28;30;0.0078
CAN 1;Out;0x4A0;24183;575.1493;8;00;00;00;00;00;00;00;00;0.0078
CAN 1;Out;0x1A0;22859;575.1497;8;00;48;00;00;FE;FE;00;3F;0.0079
CAN 1;Out;0x2A0;22659;575.1501;8;00;00;00;00;00;00;30;30;0.0080
CAN 1;Out;0x0AE;22306;575.1501;8;33;30;00;00;00;00;03;00;0.0080
CAN 1;In;0x440;25401;575.1551;8;00;60;00;FE;7F;00;B0;04;0.0098
CAN 1;In;0x540;24900;575.1552;8;60;00;FF;00;FF;00;02;0F;0.0083
CAN 1;In;0x548;24493;575.1553;3;65;FF;06;;;;;;0.0084
CAN 1;Out;0x38A;14491;575.1580;4;6C;00;6C;00;;;;;0.0200
CAN 1;Out;0x480;14306;575.1580;8;84;00;00;80;44;00;02;42;0.0200
CAN 1;Out;0x3A0;14199;575.1581;8;B6;02;52;96;CD;16;A8;0F;0.0193
CAN 1;Out;0x5A0;13878;575.1582;8;7F;00;00;20;00;10;08;AB;0.0194
CAN 1;Out;0x4A8;13820;575.1587;8;3E;00;90;01;00;00;10;BF;0.0199
CAN 1;Out;0x1AC;13827;575.1588;8;B8;82;00;00;69;41;00;12;0.0197
CAN 1;Out;0x050;13288;575.1589;4;00;F0;20;D0;;;;;0.0196
CAN 1;In;0x440;25402;575.2049;8;00;60;00;FE;7F;00;D8;04;0.0498
CAN 1;In;0x540;24901;575.2052;8;B0;00;FF;00;FF;00;02;46;0.0500
CAN 1;In;0x548;24494;575.2057;3;61;00;00;;;;;;0.0503
CAN 1;Out;0x448;24993;575.2086;5;62;00;00;09;90;;;;0.0604
CAN 1;Out;0x280;24784;575.2086;8;01;00;24;10;00;00;0C;00;0.0604
CAN 1;Out;0x288;24585;575.2087;8;8B;00;13;00;00;4C;74;00;0.0604
CAN 1;Out;0x380;24678;575.2095;8;00;56;00;6C;B0;00;28;00;0.0610
CAN 1;Out;0x588;24475;575.2095;8;00;80;7C;00;00;00;00;00;0.0603
CAN 1;Out;0x488;24388;575.2095;8;C5;00;00;7C;FE;FF;28;90;0.0603
CAN 1;Out;0x4A0;24184;575.2099;8;00;00;00;00;00;00;00;00;0.0606
CAN 1;Out;0x1A0;22860;575.2103;8;00;48;00;00;FE;FE;00;35;0.0606
CAN 1;Out;0x2A0;22660;575.2104;8;00;00;00;00;00;00;90;90;0.0603
CAN 1;Out;0x0AE;22307;575.2106;8;93;90;00;00;00;00;03;00;0.0605
CAN 1;In;0x440;25403;575.2154;8;00;60;00;FE;7F;00;E0;04;0.0105
CAN 1;In;0x540;24902;575.2154;8;C0;00;FF;00;FF;00;02;0F;0.0103
CAN 1;In;0x548;24495;575.2155;3;61;00;00;;;;;;0.0098
CAN 1;Out;0x38A;14492;575.2191;4;9C;00;9C;00;;;;;0.0610
CAN 1;Out;0x480;14307;575.2191;8;C1;00;00;80;44;00;02;07;0.0610
CAN 1;Out;0x3A0;14200;575.2191;8;B6;05;52;96;CD;16;A8;0F;0.0610
CAN 1;Out;0x5A0;13879;575.2193;8;7F;00;00;50;00;10;08;AB;0.0611
CAN 1;Out;0x4A8;13821;575.2199;8;32;00;90;01;00;00;40;E3;0.0612
CAN 1;Out;0x1AC;13828;575.2199;8;BF;85;00;00;69;41;00;12;0.0612
CAN 1;Out;0x050;13289;575.2201;4;00;F0;50;A0;;;;;0.0612
CAN 1;Out;0x0C2;13175;575.2205;8;00;00;00;00;80;90;00;3B;0.0809
CAN 1;Out;0x320;13151;575.2205;8;64;00;89;10;00;05;00;80;0.0803
CAN 1;Out;0x448;24994;575.2207;5;62;00;00;0A;90;;;;0.0121
CAN 1;Out;0x280;24785;575.2213;8;01;00;E0;0F;00;00;0C;00;0.0127
CAN 1;Out;0x288;24586;575.2213;8;8B;00;13;00;00;4C;74;00;0.0127
CAN 1;Out;0x380;24679;575.2213;8;00;56;00;6C;B0;00;28;00;0.0118
CAN 1;Out;0x588;24476;575.2216;8;00;80;7C;00;00;00;00;00;0.0121
CAN 1;Out;0x488;24389;575.2220;8;22;00;00;7C;FE;FF;FF;A0;0.0125
CAN 1;Out;0x4A0;24185;575.2221;8;00;00;00;00;00;00;00;00;0.0121
CAN 1;Out;0x1A0;22861;575.2227;8;00;48;00;00;FE;FE;00;36;0.0124
CAN 1;Out;0x2A0;22661;575.2227;8;00;00;00;00;00;00;A0;A0;0.0124
CAN 1;Out;0x0AE;22308;575.2229;8;A3;A0;00;00;00;00;03;00;0.0123
CAN 1;Out;0x524;10389;575.2232;8;00;00;FA;FF;00;00;80;04;0.0787
CAN 1;Out;0x523;10408;575.2233;8;00;00;00;00;00;00;64;00;0.0787
CAN 1;Out;0x522;10426;575.2240;8;17;04;08;00;00;00;00;00;0.0792
CAN 1;Out;0x521;10424;575.2240;8;E3;03;00;00;77;00;00;00;0.0787
CAN 1;Out;0x520;10418;575.2240;8;F8;03;00;00;04;03;E3;03;0.0785
CAN 1;In;0x440;25404;575.2255;8;00;60;00;FE;7F;00;E8;04;0.0101
CAN 1;In;0x540;24903;575.2255;8;D0;00;FF;00;FF;00;02;0F;0.0101
CAN 1;In;0x548;24496;575.2255;3;65;E0;FF;;;;;;0.0101
CAN 1;Out;0x448;24995;575.2294;5;62;00;1F;1B;90;;;;0.0087
CAN 1;Out;0x280;24786;575.2295;8;01;00;E0;0F;00;00;0C;00;0.0081
CAN 1;Out;0x288;24587;575.2295;8;8B;00;13;00;00;4C;74;00;0.0081
CAN 1;Out;0x380;24680;575.2298;8;00;56;00;6C;B0;00;28;00;0.0084
CAN 1;Out;0x588;24477;575.2301;8;00;80;7C;00;00;00;00;00;0.0085
CAN 1;Out;0x488;24390;575.2302;8;E5;00;00;7C;FE;FF;28;B0;0.0082
CAN 1;Out;0x4A0;24186;575.2308;8;00;00;00;00;00;00;00;00;0.0087
CAN 1;Out;0x1A0;22862;575.2308;8;00;48;00;00;FE;FE;00;37;0.0081
CAN 1;Out;0x2A0;22662;575.2310;8;00;00;00;00;00;00;B0;B0;0.0083
CAN 1;Out;0x0AE;22309;575.2314;8;B3;B0;00;00;00;00;03;00;0.0084
CAN 1;In;0x440;25405;575.2347;8;00;60;00;FE;7F;00;F0;04;0.0093
CAN 1;In;0x540;24904;575.2353;8;E0;00;FF;00;FF;00;02;0F;0.0098
CAN 1;In;0x548;24497;575.2353;3;61;00;00;;;;;;0.0098
CAN 1;Out;0x321;2912;575.2389;1;AC;;;;;;;;0.1011
CAN 1;Out;0x420;1487;575.2395;8;24;84;85;00;00;12;FF;00;0.4054
CAN 1;Out;0x390;2855;575.2395;8;01;00;50;00;00;00;00;00;0.1015
CAN 1;In;0x540;24905;575.2858;8;30;00;FF;00;FF;00;02;46;0.0505
CAN 1;In;0x548;24498;575.2861;3;61;00;00;;;;;;0.0508
CAN 1;Out;0x448;24996;575.2904;5;62;00;00;01;90;;;;0.0610
CAN 1;Out;0x280;24787;575.2905;8;01;00;F4;0F;00;00;0C;00;0.0610
CAN 1;Out;0x288;24588;575.2905;8;2C;00;13;00;00;4C;74;00;0.0610
CAN 1;Out;0x380;24681;575.2909;8;00;56;00;6C;B0;00;28;00;0.0612
CAN 1;Out;0x588;24478;575.2909;8;00;80;7C;00;00;00;00;00;0.0608
CAN 1;Out;0x488;24391;575.2913;8;45;00;00;7C;FE;FF;28;10;0.0611
CAN 1;Out;0x4A0;24187;575.2915;8;00;00;00;00;00;00;00;00;0.0607
CAN 1;Out;0x1A0;22863;575.2921;8;00;48;00;00;FE;FE;00;3D;0.0613
CAN 1;Out;0x2A0;22663;575.2921;8;00;00;00;00;00;00;10;10;0.0611
CAN 1;Out;0x0AE;22310;575.2922;8;13;10;00;00;00;00;03;00;0.0608
CAN 1;In;0x440;25406;575.2949;8;00;60;00;FE;7F;00;A0;04;0.0601
CAN 1;In;0x540;24906;575.2953;8;40;00;FF;00;FF;00;02;0F;0.0095
CAN 1;In;0x548;24499;575.2953;3;65;C8;00;;;;;;0.0092
CAN 1;Out;0x38A;14493;575.2998;4;2C;00;2C;00;;;;;0.0808
CAN 1;Out;0x480;14308;575.2998;8;3E;00;00;80;44;00;02;F8;0.0808
CAN 1;Out;0x3A0;14201;575.2999;8;B6;09;52;96;CD;16;A8;0F;0.0808
CAN 1;Out;0x5A0;13880;575.3001;8;7F;00;00;90;00;10;08;AB;0.0808
CAN 1;Out;0x4A8;13822;575.3008;8;54;00;90;01;00;00;80;45;0.0809
CAN 1;Out;0x1AC;13829;575.3009;8;B3;89;00;00;69;41;00;12;0.0809
CAN 1;Out;0x050;13290;575.3009;4;00;F0;90;60;;;;;0.0808
CAN 1;Out;0x0C2;13176;575.3012;8;00;00;00;00;80;D0;00;FB;0.0807
CAN 1;Out;0x320;13152;575.3016;8;64;00;89;10;00;09;00;80;0.0811
CAN 1;Out;0x448;24997;575.3016;5;62;00;C8;12;90;;;;0.0112
CAN 1;Out;0x280;24788;575.3019;8;01;00;F4;0F;00;00;0C;00;0.0114
CAN 1;Out;0x288;24589;575.3024;8;2C;00;13;00;00;4C;74;00;0.0120
CAN 1;Out;0x380;24682;575.3025;8;00;56;00;6C;B0;00;28;00;0.0115
CAN 1;Out;0x588;24479;575.3025;8;00;80;7C;00;00;00;00;00;0.0115
CAN 1;Out;0x488;24392;575.3027;8;A2;00;00;7C;FE;FF;FF;20;0.0115
CAN 1;Out;0x4A0;24188;575.3032;8;00;00;00;00;00;00;00;00;0.0116
CAN 1;Out;0x1A0;22864;575.3032;8;00;48;00;00;FE;FE;00;3E;0.0111
CAN 1;Out;0x2A0;22664;575.3038;8;00;00;00;00;00;00;20;20;0.0117
CAN 1;Out;0x0AE;22311;575.3039;8;23;20;00;00;00;00;03;00;0.0117
CAN 1;Out;0x524;10390;575.3040;8;00;00;FA;FF;00;00;80;04;0.0808
CAN 1;Out;0x523;10409;575.3044;8;00;00;00;00;00;00;64;00;0.0811
CAN 1;Out;0x522;10427;575.3045;8;28;04;09;00;00;00;00;00;0.0805
CAN 1;In;0x440;25407;575.3051;8;00;60;00;FE;7F;00;A8;04;0.0103
CAN 1;Out;0x521;10425;575.3051;8;EE;03;00;00;76;00;00;00;0.0811
CAN 1;Out;0x520;10419;575.3052;8;FD;03;00;00;00;03;EE;03;0.0811
CAN 1;In;0x540;24907;575.3064;8;50;00;FF;00;FF;00;02;0F;0.0111
CAN 1;In;0x548;24500;575.3065;3;61;00;00;;;;;;0.0111
CAN 1;Out;0x448;24998;575.3103;5;62;00;00;03;90;;;;0.0087
CAN 1;Out;0x280;24789;575.3103;8;01;00;F4;0F;00;00;0C;00;0.0084
CAN 1;Out;0x288;24590;575.3103;8;2C;00;13;00;00;4C;74;00;0.0079
CAN 1;Out;0x380;24683;575.3107;8;00;56;00;6C;B0;00;28;00;0.0082
CAN 1;Out;0x588;24480;575.3109;8;00;80;7C;00;00;00;00;00;0.0084
CAN 1;Out;0x488;24393;575.3113;8;65;00;00;7C;FE;FF;28;30;0.0086
CAN 1;Out;0x4A0;24189;575.3114;8;00;00;00;00;00;00;00;00;0.0082
CAN 1;Out;0x1A0;22865;575.3115;8;00;48;00;00;FE;FE;00;3F;0.0083
CAN 1;Out;0x2A0;22665;575.3119;8;00;00;00;00;00;00;30;30;0.0081
CAN 1;Out;0x0AE;22312;575.3120;8;33;30;00;00;00;00;03;00;0.0081
CAN 1;In;0x440;25408;575.3152;8;00;60;00;FE;7F;00;B0;04;0.0100
CAN 1;In;0x540;24908;575.3152;8;60;00;FF;00;FF;00;02;0F;0.0088
CAN 1;In;0x548;24501;575.3152;3;61;00;00;;;;;;0.0088
CAN 1;Out;0x38A;14494;575.3202;4;3C;00;3C;00;;;;;0.0204
CAN 1;Out;0x480;14309;575.3202;8;3E;00;00;80;44;00;02;F8;0.0204
CAN 1;Out;0x3A0;14202;575.3203;8;B6;0A;52;96;CD;16;A8;0F;0.0204
CAN 1;Out;0x5A0;13881;575.3204;8;7F;00;00;A0;00;10;08;AB;0.0203
CAN 1;Out;0x448;24999;575.3303;5;62;00;00;05;90;;;;0.0200
CAN 1;Out;0x280;24790;575.3303;8;01;00;F4;0F;00;00;0C;00;0.0200
CAN 1;Out;0x288;24591;575.3303;8;64;00;13;00;00;4C;74;00;0.0200
CAN 1;Out;0x380;24684;575.3305;8;00;56;00;6C;B0;00;28;00;0.0198
CAN 1;Out;0x588;24481;575.3313;8;00;80;7C;00;00;00;00;00;0.0205
CAN 1;Out;0x488;24394;575.3314;8;05;00;00;7C;FE;FF;28;50;0.0200
CAN 1;Out;0x4A0;24190;575.3314;8;00;00;00;00;00;00;00;00;0.0200
CAN 1;Out;0x1A0;22866;575.3318;8;00;48;00;00;FE;FE;00;31;0.0202
CAN 1;Out;0x2A0;22666;575.3322;8;00;00;00;00;00;00;50;50;0.0203
CAN 1;Out;0x0AE;22313;575.3323;8;53;50;00;00;00;00;03;00;0.0203
CAN 1;In;0x440;25409;575.3347;8;00;60;00;FE;7F;00;C0;04;0.0195
CAN 1;In;0x540;24909;575.3350;8;80;00;FF;00;FF;00;02;46;0.0198
CAN 1;In;0x548;24502;575.3350;3;65;C8;FF;;;;;;0.0198
CAN 1;Out;0x321;2913;575.3403;1;AC;;;;;;;;0.1014
CAN 1;Out;0x390;2856;575.3405;8;01;00;50;00;00;00;00;00;0.1010
CAN 1;Out;0x38A;14495;575.3406;4;4C;00;4C;00;;;;;0.0203
CAN 1;Out;0x480;14310;575.3406;8;3E;00;00;80;44;00;02;F8;0.0203
CAN 1;Out;0x3A0;14203;575.3414;8;B6;0B;52;96;CD;16;A8;0F;0.0212
CAN 1;Out;0x5A0;13882;575.3415;8;7F;00;00;B0;00;10;08;AB;0.0210
CAN 1;Out;0x4A8;13823;575.3415;8;48;00;90;01;00;00;A0;79;0.0407
CAN 1;Out;0x1AC;13830;575.3418;8;B1;8B;00;00;69;41;00;12;0.0410
CAN 1;Out;0x050;13291;575.3423;4;00;F0;B0;40;;;;;0.0414
CAN 1;Out;0x0C2;13177;575.3423;8;00;00;00;00;80;00;00;CB;0.0411
CAN 1;Out;0x320;13153;575.3428;8;64;00;89;10;00;0B;00;80;0.0412
CAN 1;Out;0x448;25000;575.3428;5;62;00;37;16;90;;;;0.0125
CAN 1;Out;0x280;24791;575.3429;8;01;00;38;10;00;00;0C;00;0.0125
CAN 1;Out;0x288;24592;575.3431;8;64;00;13;00;00;4C;74;00;0.0127
CAN 1;Out;0x380;24685;575.3437;8;00;56;00;6C;B0;00;29;00;0.0132
CAN 1;Out;0x588;24482;575.3438;8;00;80;7C;00;00;00;00;00;0.0124
CAN 1;Out;0x488;24395;575.3438;8;E2;00;00;7C;FE;FF;FF;60;0.0124
CAN 1;Out;0x4A0;24191;575.3441;8;00;00;00;00;00;00;00;00;0.0127
CAN 1;Out;0x1A0;22867;575.3445;8;00;48;00;00;FE;FE;00;32;0.0127
CAN 1;Out;0x2A0;22667;575.3445;8;00;00;00;00;00;00;60;60;0.0123
CAN 1;In;0x440;25410;575.3452;8;00;60;00;FE;7F;00;C8;04;0.0104
CAN 1;Out;0x0AE;22314;575.3452;8;63;60;00;00;00;00;03;00;0.0129
CAN 1;Out;0x536;2112;575.3452;8;00;00;00;00;00;00;00;00;0.2023
CAN 1;Out;0x535;2110;575.3457;8;00;00;00;00;F6;FF;F6;FF;0.2028
CAN 1;Out;0x534;2108;575.3457;8;00;00;12;00;00;00;00;00;0.2028
CAN 1;In;0x540;24910;575.3465;8;90;00;FF;00;FF;00;02;46;0.0115
CAN 1;Out;0x533;2106;575.3465;8;00;00;00;00;00;00;00;00;0.2033
CAN 1;Out;0x532;2088;575.3465;8;00;00;00;00;00;00;00;00;0.2029
CAN 1;In;0x548;24503;575.3468;3;65;C8;FF;;;;;;0.0118
CAN 1;Out;0x531;2020;575.3468;8;49;00;00;00;00;00;00;00;0.2030
CAN 1;Out;0x530;1930;575.3472;8;8E;05;9B;03;A8;00;FF;02;0.2027
CAN 1;Out;0x524;10391;575.3474;8;00;00;FA;FF;00;00;80;04;0.0434
CAN 1;Out;0x523;10410;575.3480;8;00;00;00;00;00;00;64;00;0.0436
CAN 1;Out;0x522;10428;575.3480;8;1A;04;09;00;00;00;00;00;0.0435
CAN 1;Out;0x521;10426;575.3483;8;EA;03;00;00;74;00;00;00;0.0431
CAN 1;Out;0x520;10420;575.3483;8;0E;04;00;00;04;03;EA;03;0.0431
CAN 1;Out;0x448;25001;575.3508;5;62;00;37;17;90;;;;0.0079
CAN 1;Out;0x280;24792;575.3508;8;01;00;38;10;00;00;0C;00;0.0079
CAN 1;Out;0x288;24593;575.3508;8;64;00;13;00;00;4C;74;00;0.0077
CAN 1;Out;0x380;24686;575.3512;8;00;56;00;6C;B0;00;29;00;0.0074
CAN 1;Out;0x588;24483;575.3512;8;00;80;7C;00;00;00;00;00;0.0074
CAN 1;Out;0x488;24396;575.3520;8;25;00;00;7C;FE;FF;28;70;0.0082
CAN 1;In;0x440;25411;575.3750;8;00;60;00;FE;7F;00;E0;04;0.0299
CAN 1;In;0x540;24911;575.3751;8;C0;00;FF;00;FF;00;02;0F;0.0286
CAN 1;In;0x548;24504;575.3751;3;61;00;00;;;;;;0.0283
CAN 1;Out;0x38A;14496;575.3810;4;6C;00;6C;00;;;;;0.0404
CAN 1;Out;0x480;14311;575.3810;8;72;00;00;80;44;00;02;B4;0.0404
CAN 1;Out;0x3A0;14204;575.3810;8;B6;0D;52;96;CD;16;A8;0F;0.0396
CAN 1;Out;0x5A0;13883;575.3812;8;7F;00;00;D0;00;10;08;AB;0.0397
CAN 1;Out;0x4A8;13824;575.3819;8;43;00;90;01;00;00;C0;12;0.0404
CAN 1;Out;0x1AC;13831;575.3819;8;B7;8D;00;00;69;41;00;12;0.0401
CAN 1;Out;0x050;13292;575.3820;4;00;F0;D0;20;;;;;0.0397
CAN 1;Out;0x0C2;13178;575.3823;8;00;00;00;00;80;20;00;AB;0.0400
CAN 1;Out;0x320;13154;575.3823;8;64;00;89;10;00;0D;00;80;0.0395
CAN 1;Out;0x448;25002;575.3828;5;62;00;00;0A;90;;;;0.0320
CAN 1;Out;0x280;24793;575.3828;8;01;00;98;10;00;00;0C;00;0.0320
CAN 1;Out;0x288;24594;575.3837;8;8B;00;13;00;00;4C;74;00;0.0329
CAN 1;Out;0x380;24687;575.3837;8;00;56;00;6C;B0;00;2A;00;0.0325
CAN 1;Out;0x588;24484;575.3837;8;00;80;7C;00;00;00;00;00;0.0326
CAN 1;Out;0x488;24397;575.3840;8;22;00;00;7C;FE;FF;FF;A0;0.0321
